Age,Gender,Education,JobTitle,YearsOfExp,Salary
35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0
24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0
29.0,Female,Master's Degree,Web Developer,3.0,60000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0
27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0
29.0,Female,Master's Degree,Web Developer,5.0,70000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0
26.0,Male,Bachelor's Degree,Back end Developer,2.0,63789.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,70000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
39.0,Female,Bachelor's,Senior Account Executive,12.0,95000.0
36.0,Female,Master's Degree,Web Developer,7.0,85000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
26.0,Female,Bachelor's Degree,Web Developer,1.0,35000.0
47.0,Male,PhD,Software Engineer Manager,21.0,173582.0
49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
34.0,Male,PhD,Research Director,11.0,160000.0
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0
28.0,Male,PhD,Marketing Manager,4.0,55000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0
32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0
24.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
26.0,Male,Bachelor's,Data Analyst,3.0,135000.0
27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
37.0,Male,Master's Degree,Marketing Director,14.0,180000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
49.0,Female,PhD,Senior Project Engineer,19.0,210000.0
33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0
37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0
31.0,Female,Master's,Data Scientist,6.0,180000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,70000.0
31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
33.0,Male,Master's Degree,Software Engineer,9.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
28.0,Female,Master's,Data Scientist,6.0,155000.0
35.0,Female,PhD,Research Director,11.0,160000.0
28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
42.0,Female,Master's,Senior Graphic Designer,15.0,110000.0
38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
44.0,Male,PhD,Director of Data Science,18.0,210000.0
43.0,Male,PhD,Senior Project Engineer,15.0,180000.0
32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0
31.0,Female,Master's Degree,Full Stack Engineer,7.0,108799.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
31.0,Male,High School,Junior Sales Representative,3.0,40000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
24.0,Female,High School,Receptionist,0.0,25000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0
44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0
38.0,Female,Bachelor's,Senior Accountant,10.0,80000.0
36.0,Male,Bachelor's Degree,Sales Representative,5.0,70000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
43.0,Male,Bachelor's,Senior IT Project Manager,14.0,130000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
36.0,Male,Bachelor's,IT Support Specialist,7.0,60000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
34.0,Male,Bachelor's Degree,Back end Developer,10.0,126520.0
30.0,Male,Bachelor's,Product Manager,8.0,185000.0
54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
28.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0
30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
28.0,Female,Bachelor's,Junior Operations Manager,1.0,35000.0
34.0,Male,PhD,Research Director,11.0,160000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0
38.0,Male,Bachelor's Degree,Back end Developer,12.0,131960.0
54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
26.0,Male,Master's,Product Manager,2.0,120000.0
27.0,Female,Bachelor's Degree,Software Developer,3.0,61000.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
31.0,Male,Master's,Data Scientist,9.0,185000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
27.0,Male,Bachelor's Degree,Software Engineer,2.0,70000.0
28.0,Female,Master's,Data Analyst,3.0,65000.0
33.0,Male,Master's Degree,Software Engineer,9.0,120000.0
42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0
26.0,Female,Master's,Junior Data Scientist,1.5,45000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
29.0,Male,Bachelor's Degree,Web Developer,3.0,60000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0
24.0,Male,Bachelor's,Data Analyst,2.0,95000.0
31.0,Male,Bachelor's,Junior Project Manager,3.0,55000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
33.0,Male,Master's Degree,Web Developer,6.0,80000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
45.0,Male,PhD,Senior Manager,15.0,150000.0
40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0
47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
42.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,150534.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
37.0,Female,Master's Degree,Data Scientist,11.0,160000.0
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
34.0,Male,PhD,Director of Marketing,12.0,170000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0
42.0,Female,Master's,Creative Director,14.0,120000.0
26.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0
50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
27.0,Male,High School,Sales Manager,2.0,40000.0
36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
25.0,Male,High School,Junior Sales Associate,1.0,30000.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
28.0,Female,Bachelor's Degree,Front end Developer,2.0,55000.0
27.0,Female,Bachelor's,Data Analyst,5.0,120000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0
23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0
29.0,Female,Master's Degree,Senior Software Engineer,6.0,132720.0
28.0,Female,PhD,Director of Marketing,6.0,105000.0
33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0
26.0,Female,Bachelor's Degree,Graphic Designer,1.0,45000.0
52.0,Female,PhD,Software Engineer Manager,27.0,180958.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
26.0,Male,High School,Junior Sales Associate,2.0,31000.0
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0
46.0,Male,PhD,Senior Data Analyst,19.0,150000.0
22.0,Female,High School,Receptionist,0.0,25000.0
48.0,Female,Master's,Human Resources Director,20.0,180000.0
32.0,Female,Master's Degree,Marketing Manager,8.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
22.0,Female,High School,Back end Developer,0.0,51832.0
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,143084.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
23.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0
38.0,Male,Master's Degree,Marketing Manager,12.0,120000.0
42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
29.0,Female,Master's Degree,Sales Representative,4.0,55000.0
35.0,Male,PhD,Marketing Manager,7.0,90000.0
30.0,Female,High School,Junior Sales Associate,1.0,25000.0
26.0,Female,Bachelor's,Customer Success Rep,1.0,40000.0
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
34.0,Male,Master's Degree,Director of HR,10.0,105000.0
27.0,Female,Bachelor's,Data Analyst,5.0,125000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
22.0,Female,High School,Receptionist,0.0,25000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0
35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0
44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
36.0,Female,PhD,Research Scientist,12.0,160000.0
40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
33.0,Male,Master's Degree,Software Engineer,8.0,120000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
27.0,Male,Bachelor's,Software Engineer,5.0,150000.0
38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0
31.0,Male,High School,Sales Associate,3.0,50000.0
50.0,Male,Bachelor's Degree,Back end Developer,23.0,175966.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0
31.0,Male,Bachelor's,Software Engineer,9.0,180000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
24.0,Female,High School,Juniour HR Coordinator,1.0,32000.0
27.0,Female,Bachelor's Degree,Back end Developer,3.0,80000.0
32.0,Male,Master's Degree,Director of HR,6.0,95000.0
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
45.0,Male,Master's,Senior Software Developer,16.0,140000.0
42.0,Female,Master's,Product Manager,12.0,120000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
35.0,Male,Bachelor's Degree,Front end Developer,10.0,128712.0
36.0,Male,Master's Degree,Back end Developer,9.0,150000.0
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
25.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
28.0,Male,Master's Degree,Financial Analyst,4.0,90000.0
51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0
43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
28.0,Female,PhD,Director of Marketing,6.0,105000.0
28.0,Female,PhD,Director of Marketing,6.0,105000.0
35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
43.0,Male,Bachelor's Degree,Full Stack Engineer,18.0,152560.0
51.0,Male,PhD,Data Scientist,24.0,240000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
57.0,Male,PhD,Software Engineer Manager,18.0,200000.0
44.0,Female,PhD,Senior Project Engineer,16.0,190000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
25.0,Male,High School,Junior Sales Associate,1.0,30000.0
33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0
32.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
27.0,Male,Bachelor's Degree,Senior Project Engineer,4.0,115000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
40.0,Female,Bachelor's,Senior Account Manager,14.0,110000.0
35.0,Female,Bachelor's Degree,Sales Executive,7.0,90000.0
43.0,Male,Master's Degree,Senior Software Engineer,21.0,187081.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
